Muestra,Localidad,Utilidad,Donado,Id,Tipo,URL
Granito,"Salalces, Chihuahua",,,91,Ignea,image345.png
Granito con baudas de Hierro,El Chante Municipio de Autlan Jalisco,,,91,Ignea,image346.png
Halita,"Guerrero Negro, B.C.S.",,,92,Haluros,image347.png
Halita,Baja California,"Fabricacion de Vidrio, jabon ",,92,Haluros,image348.png
"Halita, Hematita",Concepción del oro Zacatecas,,,92,Haluros,image349.png
Hematita,"Santa Eulalia, Chihuahua",Mena de fierro,,93,Oxidos,image350.png
Hematita,,"Pigmento, extracción de hierro y agente para pulido",,93,Oxidos,image351.png
Hematita,,Pigmento y agente para pulido,,93,Oxidos,image352.png
Hematita,Concepción del oro Zacatecas,Pigmento y agente para puido,,93,Oxidos,image353.png
Hematita (Acerina),,Ornamental,Ing. Julio Eduardo Morales de la Garza,93,Oxidos,image354.png
Hematita (Acerina),"La Perla, Chi.",Mena de Fierro,,93,Oxidos,image355.png
Hematita (Acerina),"Coacolman, Michoacan ",,,93,Oxidos,image356.png
Hematita espectacular,Durango,Pigmento y agente para pulido,,93,Oxidos,image357.png
Hematita y Pirita Radial,,"Pigmento y agente para pulido, para extraer azufre",,93,Oxidos,image358.png
Hemimorfita,Mapini Durango,,,94,,image359.png
Hemimorfita,"Mapimi, Durango",Mena secundaria de Zinc,,94,,image360.png
Hemimorfita,"Santa Eulalia, Chihuahua",,,94,,image361.png
"Hemimorfita, Limolita","Mapimi, Durango",Mena de Zinc y joyería en forma de cabujón,,94,,image362.png
Hermatita,Veracruz,Mena de hierro,,95,,image363.png
Hermatita,"La Perla, Chi.",Mena de Fierro,,95,,image364.png
Hermatita,"Agua negra, Tamaulipas",Mena de Fierro,,95,,image365.png
"Hermatita, Magnetita","Atotonilco, Morelos",,,95,,image366.png
Hermetita,"La Perla, Chihuahua",,,96,,image367.png
Hidrotermal (mesotermal),"Sn. Bermabe, Mpo. Topia, Durango",,,97,,image368.png
Hierro,"La vega, Hidalgo",,,98,,image369.png
Hornblenda,"Santa Margarita, B.C.S.",,,99,Silicatos,image370.png
"Hornblenda, Apatito","Santa, Margarita, B.C.S.",,,99,Silicatos,image371.png
Ignibrita,Edo. de Michoacan,,,100,,image372.png
Ilmenita,Cerro de la Sepultura,,,101,,image373.png
Ilmenita,"C.D. Victori, Tamaulipas",Meta de Titanio,,101,,image374.png
Ilvaita,Taxco Guerrero,,,102,Silicatos,image375.png
Ivatita,Guerrero,Asociacion a yacimientos de hierro,,103,,image376.png
Jamesonita,Concepción del oro Zacatecas,Mena de PB y Sb,,104,,image377.png
"Jamesonita, Cuarzo","Taxco, Guerrero",,,104,,image378.png
"Jamesonita, Cuarzo","Taxco, Guerrero",,,104,,image379.png
Jaspe,Guanajuato,Ornamentos,,105,,image380.png
Jaspe Blanco,China,Ornamental,Ing. Julio Eduardo Morales de la Garza,105,,image381.png
Jaspe Dalmata,"Nuevo Casas Grandes, Chihuahua",Ornamental,Ing. Julio Eduardo Morales de la Garza,105,,image382.png
Limonita y Goethita,"Mapimi, Durango",,,106,Oxidos,image383.png
"Limonita, Calcita",Durango,Mena de Fierro,,106,Oxidos,image384.png
"Limonita, Jamesonita, Calcita","Mapimi, Durango",Mena de Fierro,,106,Oxidos,image385.png
Lutita con Fosil Vegetal (Paleozoico sup.),San Francisco Xochicatepec,,,107,,image386.png
Magnesita,,Construcción de ladrillos para hornos,,108,,image387.png
Magnesita,"Oaxaca, Oaxaca",Mena de Hierro para la industria,,108,,image388.png
Magnetita,"Mascota, Jalisco",Mena de Fierro,,109,Oxidos,image389.png
Magnetita,"Lazaro Cardenas, Michoacan ",,,109,Oxidos,image390.png
Magnetita,"Mascota, Jalisco",,,109,Oxidos,image391.png
Magnetita,"C. Del Mercado, Durango",,,109,Oxidos,image392.png
Magnetita,"L.Santa Margarita, B.C.S.",,,109,Oxidos,image393.png
Magnetita,Chanqueahuil,Industria metalurgia,,109,Oxidos,image394.png
Magnetita,"Valle de Olivos, Chihuahua",Mena importante de Fe,,109,Oxidos,image395.png
Magnetita,Guerrero,Mena de Fierro,,109,Oxidos,image396.png
Magnetita,"Isla Santa Rosalia, B.C.S.",,,109,Oxidos,image397.png
Malaquilla,Coahuila,,,110,,image398.png
Malaquita,"Mocorito, Sinaloa",Mena de cobre,,111,Carbonatos,image399.png
Malaquita,Michoacan (Turitzio),Ornamental,,111,Carbonatos,image400.png
Malaquita,"La ventilla, S.L.P.",Piedra Semipreciosa,,111,Carbonatos,image401.png
Malaquita,Michoacan (Turitzio),Ornamental,,111,Carbonatos,image402.png
Malaquita,"Turitzio, Michoacan",,,111,Carbonatos,image403.png
Malaquita con Tenorita,,,,111,Carbonatos,image404.png
"Malaquita, Azurita","Arteaga, Michoacán ","Ornamenta, joyería",,111,Carbonatos,image405.png
"Malaquita, Bornita",,,,111,Carbonatos,image406.png
"Malaquita, Crisocola","Sonora, (Nacosar)",Ornamental,,111,Carbonatos,image407.png
"Malaquita, Crisocola",Sonora (Nacosar),Ornamental,,111,Carbonatos,image408.png
"Malaquita, Cuarzo","Concepcion del oro, Zac",Mena de cobre y usos de vidrio,,111,Carbonatos,image409.png
Manganesio,"Iguaran, Michoacan",,,112,,image410.png
Manganeso,"Coacolman, Michoacan",,,112,,image411.png
Manganita,"Valle de Olivos, Chihuahua",Mena de Mnaganesio,,113,,image412.png
Manganita,"Villa de Cos, Zacatecas",,,113,,image413.png
Manganita,Chihuahua (Valle de olivos),Mena de Mnaganesio,,113,,image414.png
Marcasita,"Arizona, E.U.A",,,114,Sulfuros,image415.png
Marcasita,"Ojimaga, Chihuahua",Fuente de Azufre,,114,Sulfuros,image416.png
"Marcasita, Cuarzo","Taxco, Guerrero",,,114,Sulfuros,image417.png
"Marcasita, Cuarzo","Taxco, Guerrero",,,114,Sulfuros,image418.png
Marmatita,"Gochico, Sonora",Principal mena de zinc,,115,,image419.png
Marmatita,"Gochico, Sonora",Principal mina de zinc,,115,,image420.png
Marmol ,"Chiutla de Tapia, Puebla",,,116,,image421.png
Marmol lipilino,Oaxaca-Oaxaca,,,116,,image422.png
Martita,,,,117,,image423.png
Martita,"Jolalpan, Puebla",,,117,,image424.png
Martita,,,,117,,image425.png
"Martita, Hematita, Magnetita",Coahuila,Mena de Fierro,,117,,image426.png
Masicote,"San Francisco del Rincón, Guanajuato",,,118,,image427.png
Meteorita de niquel y fierro,"Campo del cielo, Argentina",,ing. Fernando Rodriguez,119,,image428.png
Mica,,,,120,Silicatos,image429.png
Mica,"Angangeo, Michoacan",,,120,Silicatos,image430.png
Mica Biótica ,"Telistlahuaca, Oaxaca",,,120,Silicatos,image431.png
Mineral de cobre,,"Redes de transporte de agua, Produccion de radiadores",,121,,image432.png
Mineral de hierro,"Totoltepec de Guerrero, Puebla",Productos siderurgicos,,122,,image433.png
Mineral de Plomo ,Minas de Etzatlan Jalisco. Minera de Penoles,,,123,,image434.png
Minerales de Cobre,,,,121,,image435.png
Minerales de Cobre,"San Juan Mixtepec, Oaxaca",Aleación con otros elementos,,121,,image436.png
Molibdenita,,,,124,,image437.png
Molibdenita,"Concepcion del Oro, Zacatecas",Mena de Molibdenio,,124,,image438.png
Molibdenita,Concepción del oro Zacatecas,Mena de Molibdenio,,124,,image439.png
Muscovita,"Telistlahuaca, Oaxaca",Aislante,,125,Silicatos,image440.png
Natrolina,,Colección,,126,,image441.png
Natrolita,,Interés de colección,,126,,image442.png
Nicolita,,Mena de culiacan,,127,,image443.png
Obsidiana (Copo de nieve),Montana,Ornamental,Ing. Julio Eduardo Morales de la Garza,128,Otros,image444.png
Ojo de tigre (Crisodalita),Australia,Ornamental,Ing. Julio Eduardo Morales de la Garza,129,,image445.png
Olivino ,Sna Luis Potosi,,,130,Silicatos,image446.png
Olivino ,"Honolulu, Hawaii",Gema,,130,Silicatos,image447.png
Opalo,"San Juan Mixtepec, Oaxaca",Apreciada en joyería,,131,,image448.png
Opalo,Queretaro,Materia prima en industrias de piedra tallada,,131,,image449.png
Opalo de fuego ,"Queretaro, Mexico","Joyeria, Ornamental",,131,,image450.png
Oropimente,Oaxaca,Pigmento de pintura (Toxico) ,,132,,image451.png
Ortoclasa,"Edo de Xaltianguis Mpio de Chilpancingo, Guerrero.",,,133,Silicatos,image452.png
Pedernal (Silicatos),,,,134,,image453.png
Pellets,"Grace mina, Morgentown, USA",,,135,,image454.png
Petalita,Suecia,Piedra preciosa,,136,,image455.png
Pirita,Hidalgo,,,138,Silicatos,image456.png
Pirita,"Guanajuato, Gto.",,,138,Silicatos,image457.png
Pirita,Zacatecas del Oro,,,138,Silicatos,image458.png
Pirita,Guanajuato,Mena de Fierro,,138,Silicatos,image459.png
Pirita Ala de Angel,"Sta. Barbara, Chihuahua",Ornamental,,138,Silicatos,image460.png
Pirita y Galena,,Mena de Pb,,138,Silicatos,image461.png
"Pirita, Calcopirita, Esfalerita, y Ganga de Calcita","Inguarán, Michoacán","Menas del Cobre, Zinc, pinturas",,138,Silicatos,image462.png
"Pirita, Cuarzo",,,,138,Silicatos,image463.png
"Pirita, Cuarzo",,"Pigmento y agente para pulido, ornamentación",,138,Silicatos,image464.png
"Pirita, Cuarzo",Concepción del oro Zacatecas,Mena de Fierro,,138,Silicatos,image465.png
"Pirita, Cuarzo","Guadalupe Victoria, Dgo.",Mena de Fierro,,138,Silicatos,image466.png
Pirita-Calcopirita,,,,138,Silicatos,image467.png
Piritas,"La rioja, España",,ing. Fernando Rodriguez,138,Silicatos,image468.png
Pirolusita,"Santa Eulalia, Chihuahua",,,139,,image469.png
"Pirolusita, cuarzo",,,,139,,image470.png
"Pirrotina, Galena","Zimapan, Hidalgo",,,140,,image471.png
Pirrotita ,"Zimapan, Hidalgo",,,141,Sulfuros,image472.png
Pirrotita ,San Luis Acatlán,,,141,Sulfuros,image473.png
"Pirrotita, Cuarzo","Tumbicatio, Miichoacán",Industria Comercial,,141,Sulfuros,image474.png
Plata Nativa,"Melchor Ocampo, Cohuila",Artesanias,,142,Nativo,image475.png
Plata Nativa,"Cuale, Jalisco",,,142,Nativo,image476.png
Plata Nativa,"Mina Cabrera, Real del Monte",,,142,Nativo,image477.png
"Plata, Rodocrosita",,,,142,,image478.png
"Plata, Rodocrosita","Mapimi, Durango","Mena de plata, Ornamental",,142,,image479.png
Porfido andesitico,Proyecto la perla,,,143,,image480.png
Porfido demonzonita,"Tayoltita, Dgo.",,,143,,image481.png
Psilomelano,,Mena de Mnaganesio,,144,Oxidos,image482.png
Psilomelano - Calcita,"Santa Rosa, Zacatecas",Mena de Magnesio,,144,Oxidos,image483.png
Psilomelano - Calcita,"Santa Rosa, Zacatecas","Decolorantes de vinos, construcción de edificaciones ",,144,Oxidos,image484.png
Pumicita,"Tulancingo, Hidalgo",,,145,,image485.png
Pumicita,"Sta Anita, Mpio Tlaquepaque Jalisco",,,145,,image486.png
Pyrochroite,"Alum Rock Canyon, California",,,146,,image487.png
Redocrosita,,Mena de manganeso,,146,,image488.png
Riolitica,,,,147,Silicatos,image2.png
Riolita,"Barranca del cobre, Chih",,,148,Silicatos,image489.png
Riolita,"Barranca del cobre, Chih",,,148,Silicatos,image490.png
Riolita,Queretaro,,,148,Silicatos,image491.png
Riolita desvitrificada (Jaspe piel de vivora),San Luis Potosi,Ornamental,Ing. Julio Eduardo Morales de la Garza,148,Silicatos,image492.png
Riolita Fluidal,Carretera Mexico-Guadalajara-Zacatecas,,,148,Silicatos,image493.png
Rodocrosita,,Ornamental,Ing. Julio Eduardo Morales de la Garza,149,Silicatos,image494.png
Rodocrosita,Michoacan (Agangeo),Fuente de maganesio y joyeria,,149,Silicatos,image495.png
Rodocrosita,"Angangueo, Michoacan",Mena de manganeso,,149,Silicatos,image496.png
Rodocrosita,Michoacan,Fuente de manganeso y joyeria,,149,Silicatos,image497.png
Rodocrosita,"Tezihuatlán, Edo.",,,149,Silicatos,image498.png
Romanechite,Romaneche Servicio de Conservacion de especies mineralogicas B.R.G.M. Paris Francia,,,150,,image499.png
Rosaisita,Durango (Mapimi),Mena Secundaria de Cu y Zn,,151,,image500.png
Rosalita,Durango (Mapimi),Mena secundaria de Cu y Zn,,152,,image501.png
Rutilo,"Pluma Hidalgo, Oaxaca",Mena de Titanio,,153,Oxidos,image502.png
Scheelita con pirita,Concepción del oro Zacatecas,"Mena de wolframio, se emplea para extraer azufre",,154,,image503.png
"Scheelita, Calcopirita",Michoacan,Mena de cobre,,155,,image504.png
Sedimentaria,,,,156,,image505.png
Sedimentaria Dendritica,,,,156,,image506.png
Selenita con Inclusión,"Naica, Chihuahua",,,157,,image507.png
Serpentina,"Cañon del Novillo, Tamaulipas",,,158,Silicatos,image508.png
Serpentina,,,,158,Silicatos,image509.png
Serpentina,"Monterrey, Nuevo Leon","Obtención del Hierro, ornamenta",,158,Silicatos,image510.png
Serpentina,"Altotonga, Hgo.","Obtención de Hierro acerado, ornato",,158,Silicatos,image511.png
Siderita,,Para la extraccion de hierro,,159,Carbonatos,image512.png
Sienita,Cerro de cuatlapanga,,,160,,image513.png
"Silvita, Halita",Lomas Tancamichapan,Extraccion de Potasio,,161,,image514.png
Skan de Heden Bergita,"Concepcion del Oro, Zacatecas",,,162,,image515.png
Skarn del Granate,"Cerro del Sacriificio, Hgo.",,,163,,image516.png
Smithsonita,"Mapimi, Durango",Mena de Zinc y Cobre,,164,Carbonatos,image517.png
Smithsonita,"Min.Masua, Cardeña Italia",,,164,Carbonatos,image518.png
Sodalita,Australia,Ornamental,Ing. Julio Eduardo Morales de la Garza,165,Silicatos,image519.png
"Stock Word con Vetilleo Relleno de Cuarzo, Calcita, presencia de Pirita, Calcopirita","San José del Progreso, Oaxaca",,,166,,image520.png
Sulfuross,Michoacan,Menas Metalicas,,167,,image521.png
Sulfuross Masivos,,Menas Metalicas,,167,,image522.png
Sulfuross Masivos,,,,167,,image523.png
Sulfuross Masivos,"Zacualpan, Edo. de Mexico ",70% Industrial 30% Monetario,,167,,image524.png
Tetrahedrita,Concepcion del oro,"Para extraccion de Ag, Hg, Sb",,168,Sulfuros,image525.png
Toba arenosa,"Río del cabo, Guanajuato",,,169,,image526.png
Toba Riolitica,,,,170,,image527.png
Toda Riolitica,Carretera Mexico-Acapulco,,,170,,image528.png
Toda Riolitica,El rosario Sinaloa,,,170,,image529.png
Torbenita,"Nacorazi, Sonora",Se utiliza para obtener Uranio,,171,Fosfatos,image530.png
Torbenita,"Nacorazi, Sonora",Se utiliza para obtener Uranio,,171,Fosfatos,image531.png
Torbenita,"Nacorazi, Sonora",Se utiliza para obtener Uranio,,171,Fosfatos,image532.png
Turmalina (Chorlo),"San Pedro Mátir, Baja California",Ornamental,Ing. Julio Eduardo Morales de la Garza,172,Silicatos,image533.png
Turmalina Var Chorlo,,,,172,Silicatos,image534.png
Turmalina Var Chorlo,"Santa Eulalia, Chihuahua",,,172,Silicatos,image535.png
Turmalina var. Rubelita,Suiza,,,172,Silicatos,image536.png
Turmalina var. Rubelita,Suiza,,,172,Silicatos,image537.png
Turquesa Silisificada,,Ornamental,Ing. Julio Eduardo Morales de la Garza,173,Fosfatos,image538.png
Uranofano,"Villa Aldama, Chihuahua ",Mena de Urano ,,174,Otros,image539.png
Uranofano,"Sierra Peña Blanca, Coahuila",,,174,Otros,image540.png
Uranofano,Durango,,,174,Otros,image541.png
Uranotano,"Villa Aldama, Chihuahua ",,,174,Otros,image542.png
Vesuvianita,Coahuila,,,175,Silicatos,image543.png
"Veta Madre con Mena de Calcopirita (Au, Ag) con Ganga de Cuarzo",Guanajuato,"Menas del Cobre, conductor de calor",,176,Silicatos,image544.png
Vetas Reemplazamiento en Facturas,"San Miguel Tilquiapan, Ocotlan, Oaxaca",,,177,Otros,image545.png
Vidrio Volcanico,Guadalajara Jalisco,,,178,Otros,image546.png
Vidrio Volcanico,Arroyo agua zorca,,,178,Otros,image547.png
Vidrio Volcanico,"Tulancingo, Hidalgo",,,178,Otros,image548.png
Wallastonita,"Sta. Fe, Chis",,,179,Silicatos,image549.png
Walvelita,"Montgomery Arkansas, EUA",,,180,,image550.png
"Wolframita, Cuarzo","Escuinada, Sinaloa",,,181,,image551.png
Wolfranita,"Mapimi, Durango",Mena de W,,181,,image552.png
Wollastonia,"Conc. del Oro, Zacatecas",Aislante,,182,Silicatos,image553.png
Wollastonita,"Nalca, Chihuahua",Ceramica,,182,Silicatos,image554.png
Wollastonita,"Manipi, Durango",,,182,Silicatos,image555.png
Wollastonita,"Concepcion del Oro, Zacatecas",,,182,Silicatos,image556.png
Wollastonita,"Chipequa, Oaxaca",Refuerzos en compuestos polímeros,,182,Silicatos,image557.png
Wollastorita,"Chipengua, Oaxaca",,,183,Silicatos,image558.png
Yeso,Naica,Fabricación de yeso,,184,Sulfatos,image559.png
Yeso,,,,184,Sulfatos,image560.png
Yeso,,,,184,Sulfatos,image561.png
Yeso,,,,184,Sulfatos,image562.png
Yeso,"Cerritos, S.L.P.",,,184,Sulfatos,image563.png
Yeso,Baja California Sur,,,184,Sulfatos,image564.png
Yeso,"Fco. Portillo, Chihuahua",Material de construccion ,,184,Sulfatos,image565.png
Yeso ,"Naica, Chihuahua",Material de construccion ,,184,Sulfatos,image566.png
Yeso (Rosa del Desierto),,,,184,Sulfatos,image567.png
